User,,
Number,202402221539,
Material,,
Sample,,
area,,
length,,
size,,
strainRate,,
samplingRate,2,
testManner,,
driveBox,1,
motorSpeed,,
maxMotorSpeed,,
motorLength,,
maxMotorLength,,
motorCircle,,
sensorBox,2,
weighForce,,
maxWeighForce,,
CurrentTime,2024-02-22-15:39:46,
more,,
time,stress,Theoretical displacement,Actual displacement,
13.034,-inf,0,24.1658,
13.068,-inf,0,24.1658,
13.099,-inf,0,24.1658,
13.133,-inf,0,23.5531,
13.163,-inf,0,23.5531,
13.192,-inf,0,23.5531,
13.221,-inf,0,22.9072,
13.255,-inf,0,22.9072,
13.285,-inf,0,22.9072,
13.317,-inf,0,22.9072,
13.346,-inf,0,22.1356,
13.38,-inf,0,22.1356,
13.411,-inf,0,22.1356,
13.445,-inf,0,21.6472,
13.472,-inf,0,21.6472,
13.509,-inf,0,21.6472,
13.535,-inf,0,21.6472,
13.569,-inf,0,21.1681,
13.601,-inf,0,21.1681,
13.631,-inf,0,21.1681,
13.659,-inf,0,20.5411,
13.694,-inf,0,20.5411,
13.723,-inf,0,20.5411,
13.759,-inf,0,19.9281,
13.79,-inf,0,19.9281,
13.821,-inf,0,19.9281,
13.852,-inf,0,19.3253,
13.884,-inf,0,19.3253,
13.916,-inf,0,19.3253,
13.944,-inf,0,19.3253,
13.975,-inf,0,19.3253,
14.007,-inf,0,18.9611,
14.038,-inf,0,18.9611,
14.071,-inf,0,18.9611,
14.095,-inf,0,18.3581,
14.132,-inf,0,18.3581,
14.167,-inf,0,18.3581,
14.203,-inf,0,17.8742,
14.225,-inf,0,17.8742,
14.257,-inf,0,17.8742,
14.287,-inf,0,17.8742,
14.319,-inf,0,17.1244,
14.348,-inf,0,17.1244,
14.38,-inf,0,17.1244,
14.415,-inf,0,16.6131,
14.453,-inf,0,16.6131,
14.489,-inf,0,16.6131,
14.527,-inf,0,16.1303,
14.551,-inf,0,16.1303,
14.581,-inf,0,16.1303,
14.612,-inf,0,16.1303,
14.642,-inf,0,16.1303,
14.669,-inf,0,15.5128,
14.695,-inf,0,15.5128,
14.724,-inf,0,15.5128,
14.758,-inf,0,15.5128,
14.791,-inf,0,15.0778,
14.822,-inf,0,15.0778,
14.848,-inf,0,15.0778,
14.879,-inf,0,15.0778,
14.909,-inf,0,14.5178,
14.942,-inf,0,14.5178,
14.973,-inf,0,14.5178,
15.006,-inf,0,14.5178,
15.035,-inf,0,13.8842,
15.067,-inf,0,13.8842,
15.097,-inf,0,13.8842,
15.131,-inf,0,13.1553,
15.158,-inf,0,13.1553,
15.195,-inf,0,13.1553,
15.228,-inf,0,12.565,
15.255,-inf,0,12.565,
15.284,-inf,0,12.565,
15.315,-inf,0,12.565,
15.348,-inf,0,11.9733,
15.379,-inf,0,11.9733,
15.408,-inf,0,11.4594,
15.447,-inf,0,11.4594,
15.476,-inf,0,11.4594,
15.505,-inf,0,11.4594,
15.532,-inf,0,10.9883,
15.567,-inf,0,10.9883,
15.596,-inf,0,10.9883,
15.628,-inf,0,10.4183,
15.657,-inf,0,10.4183,
15.695,-inf,0,10.4183,
15.73,-inf,0,10.0456,
15.768,-inf,0,10.0456,
15.803,-inf,0,10.0456,
15.842,-inf,0,10.0456,
15.875,-inf,0,10.0456,
15.909,-inf,0,9.40889,
15.943,-inf,0,9.40889,
15.974,-inf,0,9.40889,
16.006,-inf,0,9.40889,
16.036,-inf,0,9.10139,
16.07,-inf,0,9.10139,
16.101,-inf,0,9.10139,
16.138,-inf,0,8.4625,
16.165,-inf,0,8.4625,
16.206,-inf,0,8.4625,
16.239,-inf,0,7.70611,
16.274,-inf,0,7.70611,
16.304,-inf,0,7.70611,
16.333,-inf,0,7.70611,
16.364,-inf,0,7.0625,
16.395,-inf,0,7.0625,
16.428,-inf,0,7.0625,
16.464,-inf,0,6.42722,
16.494,-inf,0,6.42722,
16.525,-inf,0,6.42722,
16.557,-inf,0,5.90944,
16.588,-inf,0,5.90944,
16.611,-inf,0,5.90944,
16.644,-inf,0,5.40444,
16.666,-inf,0,5.40444,
16.7,-inf,0,5.40444,
16.733,-inf,0,5.40444,
16.768,-inf,0,4.78361,
16.8,-inf,0,4.78361,
16.833,-inf,0,4.78361,
16.865,-inf,0,4.28889,
16.899,-inf,0,4.28889,
16.931,-inf,0,4.28889,
16.972,-inf,0,3.85028,
17.004,-inf,0,3.85028,
17.038,-inf,0,3.85028,
17.068,-inf,0,3.85028,
17.101,-inf,0,3.85028,
17.138,-inf,0,3.26222,
17.164,-inf,0,3.26222,
17.204,-inf,0,3.26222,
17.227,-inf,0,3.26222,
17.26,-inf,0,3.26222,
17.293,-inf,0,2.73444,
17.326,-inf,0,2.73444,
17.353,-inf,0,2.73444,
17.388,-inf,0,2.73444,
17.413,-inf,0,2.73444,
17.451,-inf,0,2.25611,
17.479,-inf,0,2.25611,
17.509,-inf,0,2.25611,
17.541,-inf,0,2.25611,
17.573,-inf,0,2.25611,
17.601,-inf,0,1.59472,
17.634,-inf,0,1.59472,
17.661,-inf,0,1.59472,
17.694,-inf,0,0.780833,
17.726,-inf,0,0.780833,
17.76,-inf,0,0.780833,
17.79,-inf,0,0.780833,
17.819,-inf,0,-0.17,
17.847,-inf,0,-0.17,
17.886,-inf,0,-0.17,
17.912,-inf,0,-0.803056,
17.942,-inf,0,-0.803056,
17.971,-inf,0,-0.803056,
18.009,-inf,0,-1.37389,
18.04,-inf,0,-1.37389,
18.072,-inf,0,-1.37389,
18.1,-inf,0,-1.88306,
18.134,-inf,0,-1.88306,
18.162,-inf,0,-1.88306,
18.194,-inf,0,-2.47056,
18.226,-inf,0,-2.47056,
18.257,-inf,0,-2.47056,
18.283,-inf,0,-2.47056,
18.315,-inf,0,-2.95611,
18.348,-inf,0,-2.95611,
18.379,-inf,0,-2.95611,
18.411,-inf,0,-3.43583,
18.451,-inf,0,-3.43583,
18.486,-inf,0,-3.43583,
18.512,-inf,0,-3.43583,
18.534,-inf,0,-3.43583,
18.575,-inf,0,-3.92306,
18.597,-inf,0,-3.92306,
18.627,-inf,0,-3.92306,
18.662,-inf,0,-4.39056,
18.693,-inf,0,-4.39056,
18.727,-inf,0,-4.39056,
18.753,-inf,0,-4.39056,
18.783,-inf,0,-5.00194,
18.817,-inf,0,-5.00194,
18.846,-inf,0,-5.00194,
18.883,-inf,0,-5.78222,
18.909,-inf,0,-5.78222,
18.944,-inf,0,-5.78222,
18.975,-inf,0,-6.38861,
19.011,-inf,0,-6.38861,
19.046,-inf,0,-6.99722,
19.083,-inf,0,-6.99722,
19.112,-inf,0,-6.99722,
19.14,-inf,0,-7.35417,
19.169,-inf,0,-7.35417,
19.199,-inf,0,-7.35417,
19.229,-inf,0,-7.80472,
19.261,-inf,0,-7.80472,
19.291,-inf,0,-7.80472,
19.325,-inf,0,-7.80472,
19.349,-inf,0,-7.80472,
19.383,-inf,0,-8.15889,
19.413,-inf,0,-8.15889,
19.446,-inf,0,-8.15889,
19.474,-inf,0,-8.15889,
19.505,-inf,0,-8.68167,
19.533,-inf,0,-8.68167,
19.567,-inf,0,-8.68167,
19.597,-inf,0,-9.09694,
19.633,-inf,0,-9.09694,
19.662,-inf,0,-9.09694,
19.695,-inf,0,-9.88028,
19.726,-inf,0,-9.88028,
19.756,-inf,0,-9.88028,
19.785,-inf,0,-10.4653,
19.817,-inf,0,-10.4653,
19.851,-inf,0,-10.4653,
19.882,-inf,0,-10.9053,
19.912,-inf,0,-10.9053,
19.942,-inf,0,-10.9053,
19.972,-inf,0,-10.9053,
20.006,-inf,0,-10.9053,
20.038,-inf,0,-11.45,
20.069,-inf,0,-11.45,
20.097,-inf,0,-11.45,
20.13,-inf,0,-11.9019,
20.158,-inf,0,-11.9019,
20.194,-inf,0,-11.9019,
20.223,-inf,0,-11.9019,
20.255,-inf,0,-12.3975,
20.283,-inf,0,-12.3975,
20.321,-inf,0,-12.3975,
20.348,-inf,0,-12.3975,
20.385,-inf,0,-13.1497,
20.415,-inf,0,-13.1497,
20.448,-inf,0,-13.1497,
20.478,-inf,0,-13.6356,
20.509,-inf,0,-13.6356,
20.54,-inf,0,-13.6356,
20.572,-inf,0,-14.0903,
20.6,-inf,0,-14.0903,
20.634,-inf,0,-14.0903,
20.662,-inf,0,-14.0903,
20.693,-inf,0,-14.8908,
20.72,-inf,0,-14.8908,
20.757,-inf,0,-14.8908,
20.783,-inf,0,-14.8908,
20.82,-inf,0,-15.2225,
20.85,-inf,0,-15.2225,
20.88,-inf,0,-15.2225,
20.911,-inf,0,-15.2225,
20.943,-inf,0,-15.6842,
20.971,-inf,0,-15.6842,
21.003,-inf,0,-15.6842,
21.032,-inf,0,-16.4389,
21.071,-inf,0,-16.4389,
21.101,-inf,0,-16.4389,
21.133,-inf,0,-16.4389,
21.162,-inf,0,-16.9333,
21.194,-inf,0,-16.9333,
21.223,-inf,0,-16.9333,
21.254,-inf,0,-16.9333,
21.284,-inf,0,-17.5375,
21.316,-inf,0,-17.5375,
21.346,-inf,0,-17.5375,
21.38,-inf,0,-17.5375,
21.409,-inf,0,-18.2844,
21.444,-inf,0,-18.2844,
21.474,-inf,0,-18.2844,
21.507,-inf,0,-18.8075,
21.537,-inf,0,-18.8075,
21.571,-inf,0,-18.8075,
21.6,-inf,0,-18.8075,
21.635,-inf,0,-19.265,
21.663,-inf,0,-19.265,
21.694,-inf,0,-19.265,
21.724,-inf,0,-19.9031,
21.757,-inf,0,-19.9031,
21.788,-inf,0,-19.9031,
21.823,-inf,0,-20.5319,
21.856,-inf,0,-20.5319,
21.892,-inf,0,-20.5319,
21.921,-inf,0,-20.5319,
21.955,-inf,0,-21.0178,
21.981,-inf,0,-21.0178,
22.018,-inf,0,-21.0178,
22.047,-inf,0,-21.0178,
22.08,-inf,0,-21.0178,
22.113,-inf,0,-21.4867,
22.145,-inf,0,-21.4867,
22.173,-inf,0,-21.4867,
22.206,-inf,0,-22.1092,
22.237,-inf,0,-22.1092,
22.268,-inf,0,-22.1092,
22.296,-inf,0,-22.1092,
22.328,-inf,0,-22.7825,
22.358,-inf,0,-22.7825,
22.39,-inf,0,-22.7825,
22.416,-inf,0,-23.4022,
22.444,-inf,0,-23.4022,
22.476,-inf,0,-23.4022,
22.508,-inf,0,-23.4022,
22.537,-inf,0,-23.9014,
22.572,-inf,0,-23.9014,
22.599,-inf,0,-23.9014,
22.628,-inf,0,-24.5142,
22.657,-inf,0,-24.5142,
22.696,-inf,0,-24.5142,
22.729,-inf,0,-24.5142,
22.761,-inf,0,-24.9639,
22.789,-inf,0,-24.9639,
22.828,-inf,0,-24.9639,
22.86,-inf,0,-24.9639,
22.894,-inf,0,-25.5631,
22.922,-inf,0,-25.5631,
22.959,-inf,0,-25.5631,
22.989,-inf,0,-25.5631,
23.023,-inf,0,-26.0306,
23.099,-inf,0,-26.0306,
23.134,-inf,0,-26.0306,
23.172,-inf,0,-26.0306,
23.203,-inf,0,-26.0306,
23.234,-inf,0,-26.0306,
23.262,-inf,0,-26.0306,
23.29,-inf,0,-26.0306,
23.329,-inf,0,-26.0306,
23.355,-inf,0,-26.0306,
23.394,-inf,0,-26.0306,
23.42,-inf,0,-26.0306,
23.448,-inf,0,-26.0306,
23.476,-inf,0,-26.0306,
23.514,-inf,0,-26.0306,
23.547,-inf,0,-26.0306,
23.583,-inf,0,-26.0306,
23.613,-inf,0,-26.0306,
23.652,-inf,0,-26.0306,
23.677,-inf,0,-26.0306,
23.709,-inf,0,-26.0306,
23.737,-inf,0,-26.0306,
23.77,-inf,0,-26.65,
23.804,-inf,0,-26.65,
23.841,-inf,0,-26.65,
23.877,-inf,0,-26.65,
23.91,-inf,0,-26.65,
23.949,-inf,0,-27.3119,
23.976,-inf,0,-27.3119,
24.009,-inf,0,-27.3119,
24.047,-inf,0,-27.3119,
24.077,-inf,0,-27.3119,
24.109,-inf,0,-27.9817,
24.142,-inf,0,-27.9817,
24.173,-inf,0,-27.9817,
24.205,-inf,0,-27.9817,
24.23,-inf,0,-31.7161,
24.265,-inf,0,-31.7161,
24.297,-inf,0,-31.7161,
24.354,-inf,0,-31.7161,
24.386,-inf,0,-31.7161,
24.42,-inf,0,-31.7161,
24.45,-inf,0,-31.7161,
24.475,-inf,0,-31.7161,
24.51,-inf,0,-31.7161,
24.546,-inf,0,-31.7161,
24.579,-inf,0,-31.7161,
24.605,-inf,0,-31.7161,
24.638,-inf,0,-31.7161,
24.665,-inf,0,-31.7161,
24.697,-inf,0,-31.7161,
24.731,-inf,0,-32.7136,
24.764,-inf,0,-32.7136,
24.797,-inf,0,-32.7136,
24.833,-inf,0,-33.5919,
24.857,-inf,0,-33.5919,
24.9,-inf,0,-33.5919,
24.929,-inf,0,-33.5919,
24.962,-inf,0,-33.5919,
24.996,-inf,0,-34.0814,
25.033,-inf,0,-34.0814,
25.073,-inf,0,-34.0814,
25.105,-inf,0,-34.6944,
25.141,-inf,0,-34.6944,
25.172,-inf,0,-34.6944,
25.204,-inf,0,-37.1967,
25.227,-inf,0,-37.1967,
25.26,-inf,0,-37.1967,
25.289,-inf,0,-37.1967,
25.321,-inf,0,-37.1967,
25.353,-inf,0,-37.8614,
25.38,-inf,0,-37.8614,
25.41,-inf,0,-37.8614,
25.441,-inf,0,-37.8614,
25.47,-inf,0,-37.8614,
25.509,-inf,0,-38.5297,
25.536,-inf,0,-38.5297,
25.573,-inf,0,-38.9222,
25.595,-inf,0,-38.9222,
25.633,-inf,0,-38.9222,
25.659,-inf,0,-38.9222,
25.693,-inf,0,-38.9222,
25.731,-inf,0,-39.6647,
25.767,-inf,0,-39.6647,
25.794,-inf,0,-39.6647,
25.828,-inf,0,-40.4167,
25.858,-inf,0,-40.4167,
25.881,-inf,0,-40.4167,
25.911,-inf,0,-40.4167,
25.946,-inf,0,-41.0428,
25.976,-inf,0,-41.0428,
26.013,-inf,0,-41.0428,
26.042,-inf,0,-41.5286,
26.073,-inf,0,-41.5286,
26.104,-inf,0,-41.5286,
26.137,-inf,0,-41.5286,
26.166,-inf,0,-42.0472,
26.201,-inf,0,-42.0472,
26.228,-inf,0,-42.0472,
26.264,-inf,0,-42.0472,
26.294,-inf,0,-42.6467,
26.325,-inf,0,-42.6467,
26.357,-inf,0,-42.6467,
26.391,-inf,0,-42.6467,
26.42,-inf,0,-43.275,
26.453,-inf,0,-43.275,
26.482,-inf,0,-43.275,
26.512,-inf,0,-43.275,
26.539,-inf,0,-43.7569,
26.569,-inf,0,-43.7569,
26.6,-inf,0,-43.7569,
26.633,-inf,0,-43.7569,
26.66,-inf,0,-44.3911,
26.693,-inf,0,-44.3911,
26.721,-inf,0,-44.3911,
26.757,-inf,0,-44.3911,
26.789,-inf,0,-45.0336,
26.823,-inf,0,-45.0336,
26.846,-inf,0,-45.0336,
26.88,-inf,0,-45.6572,
26.913,-inf,0,-45.6572,
26.948,-inf,0,-45.6572,
26.98,-inf,0,-45.6572,
27.016,-inf,0,-46.2422,
27.044,-inf,0,-46.2422,
27.078,-inf,0,-46.2422,
27.107,-inf,0,-46.8711,
27.139,-inf,0,-46.8711,
27.165,-inf,0,-46.8711,
27.2,-inf,0,-46.8711,
27.227,-inf,0,-47.4756,
27.258,-inf,0,-47.4756,
27.289,-inf,0,-47.4756,
27.317,-inf,0,-47.9722,
27.345,-inf,0,-47.9722,
27.38,-inf,0,-47.9722,
27.409,-inf,0,-47.9722,
27.446,-inf,0,-48.6581,
27.475,-inf,0,-48.6581,
27.509,-inf,0,-48.6581,
27.542,-inf,0,-49.2017,
27.573,-inf,0,-49.2017,
27.604,-inf,0,-49.2017,
27.635,-inf,0,-49.2017,
27.665,-inf,0,-49.6997,
27.693,-inf,0,-49.6997,
27.723,-inf,0,-49.6997,
27.759,-inf,0,-49.6997,
27.784,-inf,0,-49.6997,
27.821,-inf,0,-49.6997,
27.852,-inf,0,-50.1564,
27.884,-inf,0,-50.1564,
27.916,-inf,0,-50.1564,
27.943,-inf,0,-50.1564,
27.974,-inf,0,-50.1564,
28.004,-inf,0,-50.7836,
28.035,-inf,0,-50.7836,
28.069,-inf,0,-51.4381,
28.1,-inf,0,-51.4381,
28.133,-inf,0,-51.4381,
28.162,-inf,0,-51.4381,
28.196,-inf,0,-52.1842,
28.226,-inf,0,-52.1842,
28.262,-inf,0,-52.1842,
28.294,-inf,0,-52.1842,
28.331,-inf,0,-53.1197,
28.364,-inf,0,-53.1197,
28.4,-inf,0,-53.1197,
28.432,-inf,0,-53.1197,
28.464,-inf,0,-53.4469,
28.488,-inf,0,-53.4469,
28.528,-inf,0,-53.4469,
28.628,-inf,0,-54.0656,
28.664,-inf,0,-54.0656,
28.705,-inf,0,-54.0656,
28.737,-inf,0,-54.5725,
28.781,-inf,0,-54.5725,
28.832,-inf,0,-54.5725,
28.864,-inf,0,-54.5725,
28.89,-inf,0,-55.2908,
28.922,-inf,0,-55.2908,
28.958,-inf,0,-55.2908,
28.982,-inf,0,-55.2908,
29.013,-inf,0,-55.2908,
29.054,-inf,0,-55.9197,
29.092,-inf,0,-55.9197,
29.122,-inf,0,-55.9197,
29.161,-inf,0,-55.9197,
29.197,-inf,0,-55.9197,
29.229,-inf,0,-56.7906,
29.266,-inf,0,-56.7906,
29.289,-inf,0,-56.7906,
29.322,-inf,0,-56.7906,
29.354,-inf,0,-57.4408,
29.381,-inf,0,-57.4408,
29.409,-inf,0,-57.4408,
29.448,-inf,0,-57.4408,
29.474,-inf,0,-57.4408,
29.513,-inf,0,-57.4408,
29.541,-inf,0,-58.3311,
29.575,-inf,0,-58.3311,
29.609,-inf,0,-58.3311,
29.643,-inf,0,-58.3311,
29.674,-inf,0,-58.3311,
29.709,-inf,0,-59.0919,
29.738,-inf,0,-59.0919,
29.778,-inf,0,-59.0919,
29.802,-inf,0,-59.0919,
29.842,-inf,0,-59.7478,
29.881,-inf,0,-59.7478,
29.913,-inf,0,-59.7478,
29.95,-inf,0,-59.7478,
29.982,-inf,0,-60.6658,
30.016,-inf,0,-60.6658,
30.044,-inf,0,-60.6658,
30.081,-inf,0,-60.6658,
30.112,-inf,0,-61.5211,
30.146,-inf,0,-61.5211,
30.18,-inf,0,-61.5211,
30.212,-inf,0,-61.5211,
30.243,-inf,0,-61.5211,
30.277,-inf,0,-62.3211,
30.309,-inf,0,-62.3211,
30.348,-inf,0,-63.0447,
30.382,-inf,0,-63.0447,
30.411,-inf,0,-63.0447,
30.444,-inf,0,-63.0447,
30.473,-inf,0,-63.5369,
30.506,-inf,0,-63.5369,
30.534,-inf,0,-63.5369,
30.568,-inf,0,-63.5369,
30.598,-inf,0,-64.5258,
30.632,-inf,0,-64.5258,
30.662,-inf,0,-64.5258,
30.693,-inf,0,-64.5258,
30.725,-inf,0,-64.8708,
30.762,-inf,0,-64.8708,
30.795,-inf,0,-64.8708,
30.822,-inf,0,-64.8708,
30.851,-inf,0,-64.8708,
30.889,-inf,0,-65.3683,
30.911,-inf,0,-65.3683,
30.947,-inf,0,-65.3683,
30.982,-inf,0,-65.3683,
31.017,-inf,0,-65.3683,
31.053,-inf,0,-65.9983,
31.09,-inf,0,-65.9983,
31.116,-inf,0,-65.9983,
31.139,-inf,0,-65.9983,
31.169,-inf,0,-65.9983,
31.206,-inf,0,-66.6289,
31.228,-inf,0,-66.6289,
31.262,-inf,0,-66.6289,
31.293,-inf,0,-66.6289,
31.318,-inf,0,-66.6289,
31.349,-inf,0,-66.6289,
31.383,-inf,0,-67.4294,
31.414,-inf,0,-67.4294,
31.449,-inf,0,-67.4294,
31.478,-inf,0,-68.3947,
31.516,-inf,0,-68.3947,
31.538,-inf,0,-68.3947,
31.573,-inf,0,-68.3947,
31.606,-inf,0,-69.0294,
31.641,-inf,0,-69.0294,
31.683,-inf,0,-69.0294,
31.725,-inf,0,-69.0294,
31.759,-inf,0,-69.0294,
31.792,-inf,0,-69.0294,
31.825,-inf,0,-69.9089,
31.849,-inf,0,-69.9089,
31.885,-inf,0,-69.9089,
31.917,-inf,0,-69.9089,
31.954,-inf,0,-69.9089,
31.984,-inf,0,-70.5542,
32.028,-inf,0,-70.5542,
32.059,-inf,0,-70.5542,
32.096,-inf,0,-71.0289,
32.132,-inf,0,-71.0289,
32.162,-inf,0,-71.0289,
32.195,-inf,0,-71.0289,
32.226,-inf,0,-72.1044,
32.261,-inf,0,-72.1044,
32.287,-inf,0,-72.1044,
32.321,-inf,0,-72.1044,
32.352,-inf,0,-72.9236,
32.385,-inf,0,-72.9236,
32.411,-inf,0,-72.9236,
32.448,-inf,0,-72.9236,
32.482,-inf,0,-73.4761,
32.514,-inf,0,-73.4761,
32.543,-inf,0,-73.4761,
32.576,-inf,0,-73.4761,
32.598,-inf,0,-73.4761,
32.632,-inf,0,-73.4761,
32.661,-inf,0,-74.2989,
32.695,-inf,0,-74.2989,
32.728,-inf,0,-74.2989,
32.764,-inf,0,-74.2989,
32.788,-inf,0,-74.2989,
32.826,-inf,0,-74.2989,
32.857,-inf,0,-74.7903,
32.892,-inf,0,-74.7903,
32.922,-inf,0,-74.7903,
32.957,-inf,0,-74.7903,
32.987,-inf,0,-75.4089,
33.022,-inf,0,-75.4089,
33.057,-inf,0,-75.4089,
33.079,-inf,0,-75.4089,
33.119,-inf,0,-76.3375,
33.159,-inf,0,-76.3375,
33.198,-inf,0,-76.3375,
33.237,-inf,0,-77.3067,
33.27,-inf,0,-77.3067,
33.297,-inf,0,-77.3067,
33.321,-inf,0,-77.3067,
33.348,-inf,0,-77.3067,
33.383,-inf,0,-78.1414,
33.413,-inf,0,-78.1414,
33.454,-inf,0,-78.1414,
33.487,-inf,0,-78.1414,
33.519,-inf,0,-78.7631,
33.547,-inf,0,-78.7631,
33.58,-inf,0,-78.7631,
33.612,-inf,0,-78.7631,
33.644,-inf,0,-78.7631,
33.677,-inf,0,-79.3264,
33.714,-inf,0,-79.3264,
33.745,-inf,0,-79.3264,
33.778,-inf,0,-79.9714,
33.82,-inf,0,-79.9714,
33.85,-inf,0,-79.9714,
33.882,-inf,0,-80.625,
33.912,-inf,0,-80.625,
33.946,-inf,0,-80.625,
33.972,-inf,0,-80.625,
34.005,-inf,0,-80.625,
34.036,-inf,0,-81.5972,
34.069,-inf,0,-81.5972,
34.098,-inf,0,-81.5972,
34.134,-inf,0,-81.9536,
34.165,-inf,0,-81.9536,
34.199,-inf,0,-81.9536,
34.231,-inf,0,-82.6275,
34.263,-inf,0,-82.6275,
34.295,-inf,0,-82.6275,
34.322,-inf,0,-82.6275,
34.351,-inf,0,-82.6275,
34.388,-inf,0,-83.2492,
34.417,-inf,0,-83.2492,
34.446,-inf,0,-83.2492,
34.478,-inf,0,-83.8706,
34.512,-inf,0,-83.8706,
34.54,-inf,0,-83.8706,
34.574,-inf,0,-83.8706,
34.605,-inf,0,-84.3728,
34.64,-inf,0,-84.3728,
34.67,-inf,0,-84.3728,
34.706,-inf,0,-85.1058,
34.731,-inf,0,-85.1058,
34.771,-inf,0,-85.1058,
34.802,-inf,0,-85.1058,
34.835,-inf,0,-85.1058,
34.867,-inf,0,-85.4675,
34.899,-inf,0,-85.4675,
34.93,-inf,0,-85.4675,
34.963,-inf,0,-85.4675,
34.994,-inf,0,-85.4675,
35.029,-inf,0,-86.2417,
35.073,-inf,0,-86.2417,
35.102,-inf,0,-86.2417,
35.136,-inf,0,-86.2417,
35.177,-inf,0,-86.7375,
35.212,-inf,0,-86.7375,
35.245,-inf,0,-86.7375,
35.284,-inf,0,-87.5653,
35.318,-inf,0,-87.5653,
35.354,-inf,0,-87.5653,
35.384,-inf,0,-87.5653,
35.414,-inf,0,-88.2228,
35.447,-inf,0,-88.2228,
35.475,-inf,0,-88.2228,
35.509,-inf,0,-88.2228,
35.539,-inf,0,-88.9169,
35.57,-inf,0,-88.9169,
35.597,-inf,0,-88.9169,
35.63,-inf,0,-88.9169,
35.659,-inf,0,-89.7747,
35.695,-inf,0,-89.7747,
35.72,-inf,0,-89.7747,
35.761,-inf,0,-90.1889,
35.784,-inf,0,-90.1889,
35.819,-inf,0,-90.1889,
35.852,-inf,0,-90.1889,
35.885,-inf,0,-90.1889,
35.916,-inf,0,-90.1889,
35.952,-inf,0,-90.7806,
35.985,-inf,0,-90.7806,
36.018,-inf,0,-90.7806,
36.044,-inf,0,-91.3942,
36.071,-inf,0,-91.3942,
36.103,-inf,0,-91.3942,
36.131,-inf,0,-91.3942,
36.163,-inf,0,-91.3942,
36.196,-inf,0,-91.8878,
36.228,-inf,0,-91.8878,
36.269,-inf,0,-92.8289,
36.3,-inf,0,-92.8289,
36.342,-inf,0,-92.8289,
36.379,-inf,0,-92.8289,
36.41,-inf,0,-93.5122,
36.449,-inf,0,-93.5122,
36.479,-inf,0,-93.5122,
36.524,-inf,0,-94.0614,
36.56,-inf,0,-94.0614,
36.598,-inf,0,-94.0614,
36.635,-inf,0,-94.5569,
36.659,-inf,0,-94.5569,
36.703,-inf,0,-94.5569,
36.73,-inf,0,-94.5569,
36.767,-inf,0,-94.5569,
36.798,-inf,0,-95.1361,
36.832,-inf,0,-95.1361,
36.863,-inf,0,-95.1361,
36.892,-inf,0,-95.1361,
36.923,-inf,0,-95.1361,
36.96,-inf,0,-95.8203,
36.991,-inf,0,-95.8203,
37.025,-inf,0,-95.8203,
37.057,-inf,0,-96.4231,
37.097,-inf,0,-96.4231,
37.129,-inf,0,-96.4231,
37.159,-inf,0,-97.0722,
37.192,-inf,0,-97.0722,
37.22,-inf,0,-97.0722,
37.26,-inf,0,-97.0722,
37.292,-inf,0,-97.8886,
37.327,-inf,0,-97.8886,
37.36,-inf,0,-97.8886,
37.4,-inf,0,-97.8886,
37.429,-inf,0,-98.5572,
37.463,-inf,0,-98.5572,
37.494,-inf,0,-98.5572,
37.532,-inf,0,-98.5572,
37.565,-inf,0,-98.9289,
37.595,-inf,0,-98.9289,
37.628,-inf,0,-98.9289,
37.659,-inf,0,-99.6808,
37.697,-inf,0,-99.6808,
37.721,-inf,0,-99.6808,
37.762,-inf,0,-100.237,
37.799,-inf,0,-100.237,
37.841,-inf,0,-100.237,
37.874,-inf,0,-101.094,
37.909,-inf,0,-101.094,
37.944,-inf,0,-101.094,
37.977,-inf,0,-101.576,
38.007,-inf,0,-101.576,
38.037,-inf,0,-101.576,
38.078,-inf,0,-101.576,
38.112,-inf,0,-101.576,
38.147,-inf,0,-101.576,
38.177,-inf,0,-102.045,
38.21,-inf,0,-102.045,
38.241,-inf,0,-102.045,
38.274,-inf,0,-102.045,
38.302,-inf,0,-102.045,
38.338,-inf,0,-102.436,
38.361,-inf,0,-102.436,
38.396,-inf,0,-102.436,
38.424,-inf,0,-102.436,
38.459,-inf,0,-102.436,
38.491,-inf,0,-103.14,
38.522,-inf,0,-103.14,
38.549,-inf,0,-103.14,
38.579,-inf,0,-103.14,
38.605,-inf,0,-104.012,
38.633,-inf,0,-104.012,
38.664,-inf,0,-104.012,
38.698,-inf,0,-104.012,
38.73,-inf,0,-104.82,
38.765,-inf,0,-104.82,
38.797,-inf,0,-104.82,
38.832,-inf,0,-105.582,
38.863,-inf,0,-105.582,
38.897,-inf,0,-105.582,
38.929,-inf,0,-105.582,
38.962,-inf,0,-106.348,
38.991,-inf,0,-106.348,
39.025,-inf,0,-106.348,
39.059,-inf,0,-106.348,
39.096,-inf,0,-106.928,
39.129,-inf,0,-106.928,
39.161,-inf,0,-106.928,
39.196,-inf,0,-107.438,
39.224,-inf,0,-107.438,
39.259,-inf,0,-107.438,
39.295,-inf,0,-107.953,
39.326,-inf,0,-107.953,
39.354,-inf,0,-107.953,
39.386,-inf,0,-107.953,
39.41,-inf,0,-108.589,
39.444,-inf,0,-108.589,
39.473,-inf,0,-108.589,
39.509,-inf,0,-109.111,
39.539,-inf,0,-109.111,
39.578,-inf,0,-109.111,
39.61,-inf,0,-109.111,
39.643,-inf,0,-109.746,
